batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,13,1515,0000790703_2013_4,48
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,14,1516,0000790703_2013_4,49
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,15,1517,0000790703_2013_4,50
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,16,809,0000796655_2008_4,12
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,17,811,0000796655_2008_4,14
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,18,812,0000796655_2008_4,15
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,19,998,0000798081_2009_4,10
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,20,1000,0000798081_2009_4,12
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,21,1001,0000798081_2009_4,13
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,22,1006,0000798081_2009_4,27
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,23,1008,0000798081_2009_4,30
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,24,1009,0000798081_2009_4,31
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,25,1010,0000798081_2009_4,32
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,1,1011,0000798081_2009_4,33
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,2,1013,0000798081_2009_4,35
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,3,971,0000799850_2025_4,16
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,4,972,0000799850_2025_4,17
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,5,973,0000799850_2025_4,18
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,6,974,0000799850_2025_4,19
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,7,975,0000799850_2025_4,20
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,8,976,0000799850_2025_4,21
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,9,652,0000827054_2019_4,6
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,10,658,0000827054_2019_4,16
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,11,659,0000827054_2019_4,17
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,12,661,0000827054_2019_4,19
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,13,662,0000827054_2019_4,20
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,14,663,0000827054_2019_4,21
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,15,198,0000828146_2005_4,14
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,16,200,0000828146_2005_4,16
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,17,1299,0000834285_2021_4,4
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,18,1315,0000834285_2021_4,29
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,19,1316,0000834285_2021_4,30
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,20,1330,0000835011_2006_4,14
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,21,1340,0000835011_2006_4,25
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,22,1341,0000835011_2006_4,26
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,23,1356,0000835011_2006_4,41
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,24,1357,0000835011_2006_4,42
batch_006,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_006.csv,25,1359,0000835011_2006_4,44
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,1,1361,0000835011_2006_4,46
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,2,1364,0000835011_2006_4,49
